date,title,overall_rating,employee_details,pros,cons,ratings_breakup,outlook
3-Jul-18,"""Amazon""",4,Current Employee - Anonymous Employee,Solid pay and good environment,Very hard work and long hours,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
3-Jul-18,"""Marketing Specialist""",4,Current Employee - Anonymous Employee,"Great learning experience, a lot of ownership, develops skills","Lots of stakeholders and churn, poor managers who don't have people management skills","[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '3.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
3-Jul-18,"""Pretty good""",4,Current Employee - Anonymous Employee,"Great tools, cool impact, challenging problems","Crazy intense, no w/l balance","[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
3-Jul-18,"""warehouse associate""",4,Current Employee - Anonymous Employee,Very flexible hours and scheduling,Almost everyone gets paid the same despite performance,"[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '4.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'Approves of CEO', 'Approves of']"
16-Jul-18,"""Boring Company""",3,Current Employee - Software Engineer,"Decent Salary, Great Place to Work (if you like Amazon build system, and culture)","Boring AF, Toxic Culture for growth, No Perks","[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '4.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
17-Jul-18,"""Warehouse associate""",3,Former Employee - Anonymous Employee,easy quick way to make money as a college student.,strict rules and unfair management practices at times,"[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '1.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '1.0')]","['Recommends', 'Neutral Outlook', 'Disapproves of CEO', 'Disapproves of']"
17-Jul-18,"""general""",3,Former Employee - Anonymous Employee,"not much really, ha ha","some teams are extremely busy and needed to OT a lot while the others are kind of lay-back

benefits were not that great","[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
17-Jul-18,"""warehouse worker""",3,Current Employee - Warehouse Worker,"good pay, good benefits, lots of pto and upt",long hours short break. time of task,"[('Work/Life Balance', '1.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '3.0'), ('Senior Management', '3.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
17-Jul-18,"""Fast paced""",3,Current Employee - Associate,"Lots of time off with pay
Insurance on day 1","Hot in areas
must make production
not rewarded for over achieving.","[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
17-Jul-18,"""Operations Management""",3,Current Employee - Operations Manager,Fast Paced. Always Changing,Always Sprinting and never a time to rest,"[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '1.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '3.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
2-Jul-18,"""Love working here""",5,Current Employee - Customer Service Team Manager,"Very flexible, work from home leadership position. Lots of communication and ability to engage. Wonderful culture and can do attitudes.","Difficult to advance, more people that are eligible for advancement than there are open positions. Roadblocks to the next level are abundant. Once one is overcome a new one is identified. Creates bad morale - stagnant performance when movement is desired, and there is no place to go.","[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
2-Jul-18,"""Tempe's NOC/ROC (AZA1)""",5,Current Employee - Transportation Analyst,"Great benefits.
Lots of employee engagement. Lunches, activities, ways to provide positive feedback.
Regular review cycle and pay increases.
Lots of opportunities to transfer teams.","It's hard to figure out where certain issues belong. People come to you for help, but it isn't something you do, and you have no idea where to tell them to go.
Lots of ambiguity in job scope. Documentation gets outdated quickly.
It seems to be difficult to promote from L4 Hourly to L4 Salary.
Every year there is a re-organization that changes which teams report where. It causes some confusion about what … 
Show More","[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '3.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
2-Jul-18,"""Good if you are dedicated.""",5,Current Employee - Anonymous Employee,"If you work hard, you will do fine. They allow you to think outside the box and work on projects/ideas if they will be beneficial.",Changes happen frequently (promotions/team moves) so you won't always be working on a stable team.,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
2-Jul-18,"""A place to have an impact""",5,Current Employee - Software Development Manager,"As a Software development manager at Amazon, I enjoy coming to work everyday knowing that my team's efforts are having a significant impact on the world's largest e-commerce site. I am talking in the xxx million dollar per year range.
There is a lot of latitude in choosing how to work and the direction of your product. Every person I have met so far is quite bright and enjoyable to work with. Compensation is … 
Show More",Rapid/frequent organization change. Some engineers are promotion driven instead of customer obsessed.,"[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '4.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'Approves of CEO', 'Approves of']"
2-Jul-18,"""Software Engineer""",5,Current Employee - Anonymous Employee,Great company to work for interesting challenge,"WLB is pretty bad,. You have to pick a great team.","[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '4.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
2-Jul-18,"""Positive place to work""",5,Current Employee - Senior Manager,Great place full of really smart people,large complex org that takes time to learn,"[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '1.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '1.0')]","['Recommends', 'Neutral Outlook', 'Disapproves of CEO', 'Disapproves of']"
2-Jul-18,"""Senior solution architect""",5,Current Employee - Anonymous Employee,Everyone has a to do attitude and creates an awesome vibe. Management is not involved in day to day decisions and you are encouraged to take ownership.,Coffee is free and that is pretty much it :). Cafes are not on par with Microsoft or Google.,"[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
2-Jul-18,"""Amazon is Great!""",5,Current Employee - Anonymous Employee,#NAME?,#NAME?,"[('Work/Life Balance', '1.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '3.0'), ('Senior Management', '3.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
16-Jul-18,"""Customer Output Specialist""",2,Former Employee - Customer Service Specialist,"Competitive wage
Free bus cards
Controlled temperature system","I was an employee of amazon for 8 very long months. It is a very physically demanding job. The repetitive movements doing the same actions 4000+ times a day takes a toll on joints and specific muscles. At the end; I had been going to an acupuncturist and chiropractor to help elevate pressure / pain which was costing a significant amount with high deductible insurance. I now also have shin splints.

The … 







Show More","[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
17-Jul-18,"""Not 1st choice""",2,Former Employee - Anonymous Employee,You might meet a good boss.,It is too hard to list all of them,"[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '1.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '3.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
6-Aug-18,"""Fc associate""",1,Former Employee - Anonymous Employee,The employees are great people. Most with try work together to be more efficient to care.,Slave work with no chance for advancement.,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
2-Jul-18,"""Good corporate-level but poor local level training""",4,Former Employee - Shipping Manager,Did a great job of corporate orientation with several days in one of their newest sites.,"Local leadership in my assigned site didn't offer much localized training. Expected new leaders to ""muddle through"" self-learning without focused orientation - sort of a sink-or-swim training program.","[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '3.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
2-Jul-18,"""Good""",4,Current Employee - Anonymous Employee,"work is efficient, easy to do","long hours, call you for overtime always","[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
2-Jul-18,"""Great company""",4,Former Employee - Anonymous Employee,Management cares about their people.,Low amount of hours weekly,"[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '4.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'Approves of CEO', 'Approves of']"
15-Jul-18,"""Not the best place""",3,Current Employee - Software Engineer,Moving fast Cannot think of other good points,No work-life balance and always 'frugal' when it comes to employees.,"[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '4.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
16-Jul-18,"""Amazon Review""",3,Current Employee - Software Developer,"People are smart, hardworkers, and a competitive environment.",People can be too serious about work,"[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '1.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '1.0')]","['Recommends', 'Neutral Outlook', 'Disapproves of CEO', 'Disapproves of']"
1-Jul-18,"""Packer""",5,Former Employee - Manager,Benefits and 401k are great and pay rate also and great people to work with all day long and different departments and all team leaders,The work side of working at Amazon is everything is on my time limit and the idea of going up and down stairs to get to different departments can be very dangerous,"[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
1-Jul-18,"""Csr""",5,Former Employee - Customer Service Representative,"Good pay, no dress code, fun work environment","Long hours, expected to make certain numbers","[('Work/Life Balance', '1.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '3.0'), ('Senior Management', '3.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
6-Aug-18,"""Pick""",1,Current Employee - Anonymous Employee,They pay was somewhat decent.,Very Long days of walking,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
16-Jul-18,"""Warehouse associate""",2,Current Employee - Warehouse Associate,The benefits are great if you can stick it out for a year you can use them. Four 10hr days is a unique schedule and works well with this job. Easy work.,"Starting pay is 12hr. Can be extremely repetitive, pay raises are 25 cents every 6 months. And caps out at $15.75 as a tier 1 associate. Not much room to move up. Though there is some. Management seems to not care much to help you learn new thing or train to move up.","[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '1.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '3.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
16-Jul-18,"""Uneven Experience""",2,Former Employee - Anonymous Employee,"Three days off
Good benefits
Easy work","Childish management
Dirty working conditions
Long Shifts","[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
16-Jul-18,"""They treat you like robots.""",2,Former Employee - Anonymous Employee,"PTO starts on day one.
Insurance starts day one.",Very fast past. No room for error. Move like a robot for 10 hrs a day.,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '3.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
1-Jul-18,"""A lot of favoritism""",4,Current Employee - Anonymous Employee,"Good starting salary, great benefits, paid vacations, paid personal time.","Poor training experience. They do not have trainers, they send a regular worker to teach you instead of having a certified trainer to guide you throught the whole learning process","[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
1-Jul-18,"""SDM""",4,Current Employee - SDM,They pay well. There are a lot of opportunities. There is a lot to learn and get experience from,You can find bad managers.,"[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '4.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'Approves of CEO', 'Approves of']"
15-Jul-18,"""Great company with a sick and immature management culture""",3,Current Employee - Anonymous Employee,"Fast moving work culture with a lot of technology and products.
Team collaboration with smart and hard working people from all backgrounds.
Good pay and reasonably good benefits.","Bad management practices with bad politics all around. A lot of managers do not trust their employees and try to rule them by intimidation and coercing, rather than inspiring and motivating to work. Leadership is trying to improve work environment with a lot of new tools and practices, however old timer managers are constantly preventing such changes and thus creating hostile environments in many groups.
Too much … 
Show More","[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '4.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
15-Jul-18,"""Reserves Customer Service Associate""",3,Current Employee - Anonymous Employee,Choosing own hours and working from home,Strict procedures. Poor pay. Hard to get hours,"[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '1.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '1.0')]","['Recommends', 'Neutral Outlook', 'Disapproves of CEO', 'Disapproves of']"
27-Jun-18,"""Good Place""",4,Current Employee - FC Associate,It's new so it is still good,You'll find any type of people anywhere... Just focus in your work and if u want more or change your role speak up otherwise they will not care,"[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
29-Jun-18,"""Good company""",5,Current Employee - Anonymous Employee,Good benefits very professional with future,Good pay. You get stock,"[('Work/Life Balance', '1.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '3.0'), ('Senior Management', '3.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
30-Jun-18,"""Amazon Work Experience""",5,Former Employee - Anonymous Employee,Amazon is a nice environment. There are a lot of opportunities to grow. It’s a great in-between job.,Labor intensive and brainless activity,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
5-Aug-18,"""stow""",1,Current Employee - Anonymous Employee,"decent money, discounts, paid holidays","long hours, hard work, micro managed","[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '1.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '3.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
15-Jul-18,"""It is a very tiring job. The pay that we receive Is low compared to the amount of work we do. An the managers are alw""",2,Current Employee - Anonymous Employee,"The health benefits, 3 days off instead of 2","Low pay, Management always on your case, You're just a number to them","[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
15-Jul-18,"""dont do it""",2,Former Employee - Anonymous Employee,the pay . get your money go home,"can only work 29 hours a week
standing in one spot for the whole shift
get pointed for everything
no room to grow in the company","[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '3.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
15-Jul-18,"""Poor leadership""",2,Former Employee - Area Manager,Great Pay & benefits were great but the stock option wont be paid out as they find a way to not let you vest,"toxic culture within management, good ol' boy club alive and well.","[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
15-Jul-18,"""Process assistant""",2,Current Employee - Anonymous Employee,Good benefits and ok pay,Bad managment and HR department,"[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '4.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'Approves of CEO', 'Approves of']"
26-Jun-18,"""AMAZON FLEX!""",5,Former Employee - Anonymous Employee,"It was a great environment, fantastic management.","only 20 hours a week at the amazon flex in brandon fl, do 8 hours of work in 4 or 5 hours a day depending on your shift","[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '4.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
30-Jun-18,"""Amazon""",4,Former Employee - Anonymous Employee,They do have great benefits,"No room for advancing caree, a lot of favortism","[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '1.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '1.0')]","['Recommends', 'Neutral Outlook', 'Disapproves of CEO', 'Disapproves of']"
8-Jul-18,"""Field technician""",3,Former Employee - Field Technician,In the beginning it was amazing to be a part of this great team but everything became really numbers driven where they really did not care about the employee experience.,The driving for this company is insane. They need to have company vehicles for the employees and they also need to have some kind of business insurance for driving your own personal car. Don’t expect to get raises in this role it’s been two years and they still have not given a single field technician a raise.,"[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
12-Jul-18,"""Inbound stow""",3,Former Employee - Inbound Stow,Jobs functions are not that hard,your Timed for everything you do,"[('Work/Life Balance', '1.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '3.0'), ('Senior Management', '3.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
12-Jul-18,"""Security engineer""",3,Current Employee - Anonymous Employee,"Great benefits, big brand name & high Stock values.","No Emphasis on personal development, too much bureaucracy.","[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
13-Jul-18,"""Poor management""",3,Former Employee - Process Assistant,"Great benefits, stock, and two half hour breaks,","Horrible Management (Area Managers), very dirty warehouse","[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '1.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '3.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
13-Jul-18,"""Poor management""",3,Former Employee - Process Assistant,"Great benefits, stock, and two half hour breaks,","Horrible Management (Area Managers), very dirty warehouse","[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
29-Jun-18,"""Amazon is a company I am proud to work for.""",5,Current Employee - Area Manager,"I transitioned from the military to corporate America two years ago when my son was born, and to be honest I really missed the culture of brotherhood in the military.

THEN I came to Amazon and it feels like being home. The work is challenging but I have never felt that I am in it alone because my brothers and sisters (peers) are always there to help. My GM and Senior OPS team have set an amazing culture and I … 
Show More","If you don’t believe in service to others before service to yourself, you may not be happy in the world’s most customer focused organization.","[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '3.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
29-Jun-18,"""Senior Financial Analyst""",5,Current Employee - Senior Financial Analyst,"Great opportunity. No mater what level you can have an impact. Good pay, benefits, stock grants.","Day 1 Company, Type A personalities, FAST pace, can burn you out.","[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
10-Jul-18,"""Fulfillment Associate""",2,Current Employee - Fulfillment Center Associate,"The benefits are one of the best. They start day one. The health, dental, and vision is really good while the cost of them isn't high at all. You get a lot of time off options as well. The people I worked with were all really friendly and helpful.","Breaks are way too short. You get two 15 minute breaks and a 30 minute lunch over the 10 hour shift. 5 minutes is spent walking to the break room so you really only have two 10 minute breaks. You spend about 5 minutes walking to the front of the build, you clock out, and spent another 1-5 minutes getting your food, finding a seat, etc. so you really only get a 20-25 minute lunch break before you have to go back. The … 
Show More","[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '4.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'Approves of CEO', 'Approves of']"
14-Jul-18,"""The fast food of warehouse jobs""",2,Former Employee - Anonymous Employee,Lot's of benefits and decent pay for those without college education,"Their is a rate you must meet or you are fired. The fear of not making rate is always hanging over your head. Amazon tries to ignore rate being the cause of so much stress among employees by trying to force fun but people don't care about games they care about working hard all week and still being just under rate so they are endanger of losing their source of income and support.

Then their is the pay which is … 



Show More","[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '4.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
14-Jul-18,"""Warehouse Teir I""",2,Current Employee - Anonymous Employee,"Set Schedule, Vacation Time, Paid Time Off and Good Benefits","Mandatory OT, Poor Management, Micro Management, Climate Controlled buildings","[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '1.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '1.0')]","['Recommends', 'Neutral Outlook', 'Disapproves of CEO', 'Disapproves of']"
29-Jun-18,"""Principal Product Manager""",4,Current Employee - Anonymous Employee,Innovative and agile. Never a dull moment,"Culture has changed a lot in last 5 years. Hiring bar is lower now, reflected by the talent","[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
29-Jun-18,"""Awesomeness""",4,Current Employee - SDEII,Good work. Good vision. Good people.,pressure on delivery. Long discussions.,"[('Work/Life Balance', '1.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '3.0'), ('Senior Management', '3.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
29-Jun-18,"""Picker""",4,Former Employee - Anonymous Employee,Over all great paying job.,To much walking on hard surface.,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
29-Jun-18,"""Lots of walking""",4,Former Employee - Anonymous Employee,Great benefits but soooo much walking.,Walking 15 miles a day,"[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '1.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '3.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
13-Jul-18,"""it was alright""",3,Former Employee - Warehouse Associate,alright pay for a 10 hour shift,"very physical job, lots of lifting and bending down","[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
13-Jul-18,"""Inventory Associate""",3,Former Employee - Anonymous Employee,"Pretty good pay, pretty good time off policy","Favoritism, hard to move up, can randomly be switched to a different department even if you are perfect at your job","[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '3.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
13-Jul-18,"""Low pay, but flexible.""",3,Current Employee - Sortation Associate,Flexibility. They give you unpaid time that you can use to cover your shift.,Unproffessional management and employees. Management plays favorites.,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
